timesteps,wall_s,episodes,ep_reward_mean,ep_pnl_mean,frac_noop,frac_buy,frac_sell,frac_spoof_buy,frac_spoof_sell,frac_cancel,manip_trades_per_1k,run_overs_per_1k
144000,178.6,20,75.51690803806123,5540.964838218793,0.15875,0.2505,0.224,0.08275,0.13825,0.14575,468.5,1.25
148000,184.2,20,68.09426473907078,5509.5931358628495,0.12325,0.1955,0.3095,0.10075,0.112,0.159,495.5,1.75
152000,189.6,20,77.14321076926426,5682.991681147754,0.12825,0.2485,0.25475,0.087,0.1255,0.156,495.0,0.25
156000,195.2,20,80.95220201314078,5998.140566317292,0.1135,0.30525,0.21225,0.0715,0.14675,0.15075,507.25,2.25
160000,200.8,20,111.72874068860983,8121.760349259134,0.11325,0.22725,0.30175,0.0855,0.12,0.15225,520.5,1.0
164000,206.5,20,82.1749408161093,6590.839324384166,0.127,0.2875,0.23225,0.072,0.1385,0.14275,511.5,1.5
168000,212.2,20,85.84545166627795,6300.021837355658,0.10425,0.25825,0.3065,0.08275,0.10925,0.139,560.25,2.0
172000,217.9,20,76.37925628738958,5842.98514368598,0.1145,0.292,0.26625,0.0865,0.1035,0.13725,549.5,1.25
176000,223.6,20,91.47040905200701,7504.984868664021,0.12425,0.2825,0.2375,0.09975,0.102,0.154,513.5,1.0
180000,229.3,20,103.81581444962066,7517.186389815737,0.10825,0.25675,0.29175,0.09875,0.08575,0.15875,540.5,0.5
184000,234.9,20,102.04948354120424,7791.364589711794,0.1155,0.2715,0.2725,0.09125,0.091,0.15825,535.75,1.5
188000,240.7,20,114.50774152457889,8873.33369505746,0.09375,0.34775,0.24575,0.07725,0.08525,0.15025,579.75,1.0
192000,246.5,20,93.5018324827106,6864.099251270416,0.0725,0.28025,0.3345,0.092,0.06625,0.1545,608.75,1.5
196000,252.4,20,101.749292566246,7794.206775021536,0.07525,0.34125,0.283,0.07975,0.07325,0.1475,617.25,0.5
200000,258.3,20,132.86142309731576,9779.9848223556,0.0635,0.2875,0.35125,0.09025,0.0665,0.141,632.0,1.5
204000,264.4,20,130.49637555611554,9438.333588120198,0.0565,0.3445,0.324,0.075,0.06425,0.13575,661.75,1.5
208000,270.5,20,99.3724972210126,7400.467151184812,0.05025,0.32675,0.33075,0.08975,0.06425,0.13825,646.0,1.5
212000,276.9,20,82.68504095011158,6026.706569528852,0.0585,0.31975,0.322,0.0915,0.06975,0.1385,632.25,1.5
216000,283.4,20,118.3966673721472,8548.071118847813,0.05575,0.30925,0.32475,0.09675,0.06975,0.14375,623.25,1.0
220000,289.7,20,125.40899753030389,9848.930612573688,0.04775,0.31225,0.2895,0.09975,0.08375,0.167,595.5,0.5
224000,296.0,20,135.94289125584766,9852.68603557835,0.0385,0.3635,0.3205,0.08275,0.07175,0.123,676.75,0.75
228000,302.6,20,133.0871725795063,10565.822755199548,0.04925,0.32,0.35,0.09775,0.05725,0.12575,659.5,1.0
232000,309.0,20,130.6154549234634,9441.646401094693,0.03775,0.3285,0.34425,0.084,0.0715,0.134,667.25,1.0
236000,315.7,20,134.20190876376,10035.993430744373,0.0395,0.33025,0.316,0.08125,0.085,0.148,641.25,0.75
240000,322.3,20,130.4031740026876,9673.212649547819,0.04325,0.325,0.34075,0.08475,0.07075,0.1355,657.75,2.0
244000,329.1,20,134.63704972763517,9686.316995184836,0.04075,0.314,0.338,0.104,0.0685,0.13475,647.75,0.5
248000,335.8,20,125.93380519349012,9062.770509926857,0.03475,0.3275,0.3305,0.0875,0.07925,0.1405,654.0,1.25
252000,342.5,20,149.46336590953632,11220.070063367417,0.029,0.34075,0.3355,0.086,0.0685,0.14025,671.25,0.25
256000,349.4,20,115.32413207444479,8318.486526992498,0.025,0.3325,0.353,0.09175,0.0605,0.13725,677.5,1.0
260000,356.6,20,125.81869003663887,10159.91188408175,0.02575,0.30225,0.34425,0.1045,0.06575,0.1575,638.75,1.25
264000,363.5,20,146.8567582442309,11125.375997711018,0.0255,0.35075,0.34575,0.08475,0.0625,0.13075,691.25,1.0
268000,370.5,20,125.88860080555314,9353.717563137809,0.0255,0.3575,0.3435,0.08325,0.065,0.12525,692.75,1.25
272000,377.4,20,137.57503071146783,10466.990430241307,0.02275,0.32625,0.32025,0.104,0.07275,0.154,640.75,0.25
276000,384.3,20,123.92651457977772,8945.788012704765,0.02225,0.35225,0.34375,0.092,0.05725,0.1325,690.75,0.5
280000,391.5,20,157.25230782831895,11272.904851542935,0.018,0.34,0.36225,0.09075,0.056,0.133,697.75,0.75
284000,398.8,20,156.23242040824863,11301.062521661679,0.0165,0.3725,0.358,0.07275,0.0605,0.11975,726.75,0.25
288000,405.9,20,141.18997576849878,10123.30251940313,0.02275,0.35875,0.33575,0.09225,0.0565,0.134,689.25,0.5
292000,413.3,20,150.01554213106428,10748.877576856094,0.0205,0.38425,0.36975,0.06625,0.054,0.10525,746.5,1.0
296000,420.6,20,156.0649976539302,11197.079689112825,0.0135,0.37625,0.35875,0.0685,0.063,0.12,731.75,0.5
300000,427.9,20,164.46151945537423,11790.680289310958,0.01625,0.35825,0.367,0.07425,0.06125,0.123,722.75,0.25
304000,435.3,20,152.62803967430372,10941.443607184601,0.016,0.37425,0.382,0.0625,0.055,0.11025,752.25,1.5
308000,442.7,20,168.39270037751413,12639.107565618007,0.0165,0.3725,0.381,0.071,0.052,0.107,750.75,0.75
312000,450.1,20,160.0857299592273,11475.14637700294,0.01325,0.3875,0.35775,0.0615,0.06475,0.11525,742.75,0.75
316000,457.4,20,161.1448908832448,11570.049359327004,0.01025,0.401,0.36225,0.05675,0.06125,0.1085,760.0,0.5
320000,464.9,20,192.72051258148858,13794.40985572469,0.01025,0.3925,0.37625,0.057,0.05625,0.10775,764.25,0.25
324000,472.2,20,191.24007099467562,15202.892782844996,0.01,0.4185,0.39175,0.0445,0.0485,0.08675,803.0,0.25
328000,479.3,20,165.05448035540468,12217.496858315792,0.008,0.3865,0.38,0.05875,0.05675,0.11,762.25,0.5
332000,486.4,20,162.26264923844138,11616.810485188818,0.0085,0.39525,0.37625,0.056,0.05825,0.10575,766.75,0.75
336000,493.2,20,154.58559567672782,11083.806127366486,0.00825,0.3945,0.37225,0.0605,0.05625,0.10825,763.75,0.5
340000,500.1,20,149.03219962103321,10705.31605728079,0.00875,0.3975,0.37525,0.05775,0.05475,0.106,769.0,1.5
344000,506.8,20,179.13035989489435,12834.322802932413,0.00575,0.39325,0.404,0.05625,0.0465,0.09425,791.5,1.0
348000,513.6,20,169.73989167702385,12487.524472811669,0.00475,0.37275,0.402,0.062,0.05075,0.10775,767.75,1.0
352000,520.0,20,166.2530845478206,12068.009871764893,0.0045,0.3815,0.41175,0.057,0.0485,0.09675,790.0,1.25
356000,526.7,20,179.01780118937603,13542.078049572607,0.00525,0.404,0.392,0.05075,0.05025,0.09775,790.75,0.75
360000,533.5,20,178.90995214661817,12800.561745043075,0.00425,0.401,0.4025,0.04925,0.05,0.093,800.0,0.5
364000,540.1,20,176.53450295486837,12629.512130661871,0.004,0.3995,0.39125,0.05,0.05425,0.101,786.0,0.0
368000,546.8,20,188.0367128222424,13628.816241527786,0.00375,0.409,0.41225,0.0445,0.045,0.0855,817.25,0.75
372000,553.5,20,195.5102461932178,14007.089194615808,0.00425,0.41625,0.4105,0.04375,0.044,0.08125,822.75,1.25
376000,560.2,20,176.77310528158705,12984.125806574119,0.00325,0.41125,0.4295,0.0405,0.04,0.0755,834.5,0.5
380000,567.2,20,176.6983634477627,12667.02219175397,0.00375,0.43225,0.41225,0.03675,0.0425,0.0725,839.5,1.0
384000,574.0,20,181.36939966987703,14123.939826172262,0.00425,0.41075,0.428,0.0415,0.04025,0.07525,835.5,0.5
388000,580.9,20,176.78998854702223,13642.32673251424,0.00525,0.42075,0.39825,0.043,0.0475,0.08525,815.75,0.75
392000,587.7,20,167.83776945104182,12454.18960367656,0.00225,0.418,0.39075,0.05025,0.04725,0.0915,804.5,0.75
396000,594.9,20,173.99026960765406,12451.747104758691,0.00325,0.39825,0.4055,0.05375,0.0445,0.09475,800.0,1.0
400000,602.1,20,189.17031702592794,13536.041166646075,0.005,0.408,0.4115,0.0455,0.044,0.086,813.25,1.0
404000,609.3,20,177.4906973891746,13045.538065655845,0.0045,0.4175,0.4155,0.04425,0.0395,0.07875,828.25,0.75
408000,616.5,20,185.06300631369814,13247.496390582335,0.00525,0.40875,0.4175,0.045,0.04275,0.08075,818.5,1.0
412000,623.8,20,167.05074679378885,12070.57017171606,0.0065,0.41125,0.3975,0.05025,0.0445,0.09,804.25,0.0
416000,631.1,20,195.06108288728865,13947.039994344814,0.005,0.40475,0.40325,0.05175,0.043,0.09225,801.25,0.25
420000,638.5,20,163.5130452854559,11711.783371185873,0.00325,0.42075,0.41175,0.04225,0.043,0.079,825.75,1.75
424000,646.0,20,179.71521199392154,12878.261283917724,0.003,0.4305,0.41375,0.0375,0.04125,0.074,840.0,0.75
428000,653.4,20,179.8715265394363,13268.772978889756,0.00475,0.42225,0.40175,0.0475,0.0405,0.08325,819.75,1.0
432000,660.9,20,185.19968927401933,13252.461647984466,0.0085,0.417,0.393,0.0515,0.0405,0.0895,806.5,0.25
436000,668.3,20,187.72391489319415,13983.48689822709,0.00625,0.4165,0.39675,0.044,0.04675,0.08975,807.75,0.25
440000,676.0,20,187.6702782884764,13428.995275717383,0.0045,0.41575,0.40675,0.04625,0.04125,0.0855,818.5,0.75
444000,683.2,20,179.22538053041208,12828.87500748369,0.00525,0.41075,0.40625,0.047,0.0435,0.08725,811.5,1.5
448000,690.7,20,174.0510619398221,12762.493636858499,0.007,0.4215,0.417,0.04175,0.03675,0.076,833.25,0.5
452000,698.2,20,199.18571920546236,14243.187113498174,0.00775,0.41375,0.411,0.0465,0.03875,0.08225,820.25,0.5
456000,705.6,20,196.25617118824738,14216.160885455243,0.00425,0.42225,0.4165,0.04075,0.0395,0.07675,835.75,0.75
460000,713.1,20,180.18756034670224,12891.431687710428,0.00425,0.41175,0.40325,0.04425,0.047,0.0895,810.5,1.5
464000,720.5,20,195.6053710728069,13978.08745306996,0.00375,0.42525,0.401,0.042,0.043,0.085,825.0,0.0
468000,727.9,20,177.90206263639848,13184.502950461738,0.00625,0.4125,0.395,0.04375,0.0495,0.093,803.0,0.5
472000,735.3,20,179.0058972595376,13666.660896898695,0.00575,0.4235,0.4045,0.03925,0.0425,0.0845,825.25,1.0
476000,742.3,20,195.5989294270199,14828.943848932506,0.00325,0.41625,0.4185,0.04375,0.03825,0.08,832.0,0.5
480000,749.3,20,203.82581156929956,14564.852078244663,0.002,0.4175,0.42,0.041,0.0405,0.079,835.5,0.25
484000,756.3,20,174.06303450686391,12459.583022950252,0.004,0.41225,0.4195,0.0375,0.04525,0.0815,827.75,0.5
488000,763.0,20,168.5042064814712,12049.595061166845,0.004,0.41725,0.39225,0.05025,0.04475,0.0915,804.25,0.25
492000,769.6,20,186.04454888591425,13301.154144753364,0.005,0.41525,0.40525,0.04875,0.04125,0.0845,817.25,0.0
496000,776.3,20,211.71829245539848,15896.317122903292,0.00475,0.4145,0.4155,0.0435,0.04025,0.0815,827.0,0.25
500000,782.9,20,176.7749652149003,12655.481277720342,0.00325,0.43225,0.416,0.042,0.0345,0.072,845.5,0.75
504000,789.7,20,186.62916809833843,13843.98336470179,0.0035,0.413,0.41975,0.04225,0.0415,0.08,829.0,1.0
508000,796.5,20,155.6229198943416,11143.870330062238,0.004,0.40725,0.39225,0.0505,0.0495,0.0965,797.75,1.5
512000,803.3,20,190.20880877398304,14495.861904449896,0.00225,0.39975,0.396,0.05225,0.0505,0.09925,793.75,1.0
516000,810.1,20,206.33318116409646,15743.223173948762,0.004,0.41525,0.405,0.0465,0.04375,0.0855,816.75,0.5
520000,817.2,20,205.0665374585078,14660.210454846685,0.00325,0.4355,0.40875,0.041,0.0385,0.073,843.25,0.5
524000,824.2,20,190.14132272710867,13592.91612146555,0.0035,0.41825,0.41225,0.03725,0.04875,0.08,828.75,0.25
528000,831.2,20,175.10841879138025,12530.695470144665,0.00375,0.4275,0.40325,0.0395,0.0465,0.0795,828.75,1.0
532000,838.2,20,193.83994314446463,14375.53777693577,0.0035,0.409,0.421,0.0405,0.04475,0.08125,827.75,0.25
536000,845.2,20,197.9026572788367,14140.985329781668,0.00225,0.418,0.428,0.04275,0.03575,0.07325,843.75,0.5
540000,852.2,20,208.17915857500628,14880.691806635925,0.0035,0.4285,0.41425,0.03825,0.0405,0.075,839.0,0.25
544000,859.6,20,170.1959920136116,12176.304195951463,0.00375,0.4285,0.4085,0.03825,0.04275,0.07825,832.5,1.0
548000,866.8,20,195.82879843023838,14740.917054364792,0.00525,0.414,0.43025,0.04075,0.0355,0.07425,840.75,1.5
552000,874.0,20,215.37023978627403,16251.822374123547,0.00425,0.424,0.41725,0.04125,0.03775,0.0755,840.25,0.25
556000,881.6,20,186.46001271845307,14542.281919694975,0.00375,0.4305,0.409,0.036,0.04425,0.0765,834.75,0.5
560000,888.9,20,192.18020852762274,13744.677590815792,0.0025,0.4285,0.408,0.04125,0.04275,0.077,834.75,0.75
564000,895.9,20,191.1514945497911,13673.345357368657,0.00525,0.404,0.415,0.04325,0.04775,0.08475,817.5,0.75
568000,901.6,20,198.5488326223276,14694.744808347401,0.005,0.41375,0.41075,0.0465,0.04125,0.08275,822.75,0.25
572000,907.2,20,201.1819677384752,14621.780219805903,0.003,0.4175,0.413,0.044,0.04275,0.07975,828.0,0.25
576000,912.5,20,188.25846816451522,13463.294641767,0.003,0.43325,0.41775,0.039,0.037,0.07,848.75,0.75
580000,918.1,20,203.28489108874928,15585.009382056762,0.0025,0.42,0.424,0.044,0.037,0.0725,841.75,0.25
584000,923.3,20,205.56757193352095,14683.479617206802,0.00425,0.42275,0.4215,0.03725,0.04175,0.0725,842.5,0.75
588000,928.7,20,187.93210085842583,13795.599027240707,0.003,0.433,0.406,0.0425,0.03925,0.07625,837.0,1.0
592000,933.2,20,195.6997024868906,13992.481363756622,0.00275,0.4255,0.40575,0.0415,0.04475,0.07975,830.25,0.75
596000,937.4,20,200.8681704522227,14360.237806591904,0.00225,0.43175,0.4235,0.036,0.03875,0.06775,853.0,1.5
600000,941.7,20,206.63807350062706,15698.281520520643,0.002,0.43575,0.4095,0.03775,0.0415,0.0735,841.25,0.75
