timesteps,wall_s,episodes,ep_reward_mean,ep_pnl_mean,frac_noop,frac_buy,frac_sell,frac_spoof_buy,frac_spoof_sell,frac_cancel,manip_trades_per_1k,run_overs_per_1k
108000,125.0,20,-4.789228346204618,-95.16816543890818,0.26825,0.0025,0.02625,0.11325,0.2785,0.31125,21.5,1.0
112000,129.9,20,-1.9097520549898035,-33.063828022796585,0.242,0.00375,0.02425,0.11825,0.303,0.30875,20.5,0.75
116000,134.7,20,-4.234097484039376,-74.56643680483467,0.22325,0.00425,0.02325,0.1185,0.32075,0.31,19.0,1.0
120000,139.7,20,-5.140878567605978,-122.04181964067793,0.21325,0.002,0.02125,0.122,0.30675,0.33475,17.0,1.5
124000,144.5,20,-2.0975023904582484,-40.85067588672355,0.2225,0.003,0.02875,0.1175,0.27775,0.3505,24.75,0.5
128000,149.6,20,-0.5905584450432798,-41.568746426956935,0.23175,0.00075,0.0305,0.118,0.31575,0.30325,27.75,1.25
132000,154.5,20,7.378145034123736,163.55200721383954,0.203,0.00175,0.02375,0.13,0.30325,0.33825,22.0,1.5
136000,159.4,20,1.128908664881601,37.32265092089765,0.204,0.002,0.022,0.147,0.2565,0.3685,21.25,0.5
140000,164.4,20,-5.15650428038789,-116.80861758600513,0.21225,0.00125,0.019,0.15025,0.24275,0.3745,18.0,1.25
144000,169.5,20,-2.1080529434955677,-42.417605487940456,0.23625,0.0025,0.02225,0.17175,0.232,0.33525,21.0,1.0
148000,174.5,20,-6.38460298680584,-158.43432920974882,0.26225,0.001,0.02075,0.1545,0.2565,0.305,20.5,0.75
152000,179.4,20,0.799587501079077,33.64775102685817,0.2495,0.00125,0.02875,0.1805,0.25525,0.28475,28.5,1.0
156000,184.6,20,-9.764664301121957,-234.5785606438203,0.24975,0.00075,0.03075,0.1775,0.2645,0.27675,29.75,2.0
160000,189.7,20,-2.7738248075998855,-43.70868246323225,0.2155,0.0,0.02575,0.17875,0.29525,0.28475,25.0,0.75
164000,195.1,20,-1.1294848238758277,-20.048039511086973,0.26575,0.00075,0.029,0.17075,0.25975,0.274,28.5,1.25
168000,200.2,20,-3.015565170274931,-75.79067756921286,0.30625,0.00075,0.01925,0.153,0.26675,0.254,18.25,1.0
172000,205.4,20,-4.571667949884431,-71.87352756908258,0.30675,0.00125,0.02225,0.129,0.29,0.25075,20.25,0.5
176000,210.6,20,-5.239480348967481,-84.80659090107801,0.3335,0.00025,0.01525,0.11775,0.321,0.21225,15.0,1.0
180000,215.7,20,0.6708037092816085,-29.82654259682895,0.3305,0.0005,0.021,0.141,0.29325,0.21375,20.25,1.25
184000,221.0,20,-0.3131713472685078,4.725602195375541,0.349,0.00075,0.01925,0.13075,0.271,0.22925,18.25,0.25
188000,226.5,20,-5.826445598190185,-120.5687175071831,0.3655,0.00075,0.0275,0.13325,0.23825,0.23475,26.25,0.75
192000,232.0,20,-6.842023972334573,-155.06958972485918,0.37725,0.00175,0.027,0.103,0.29575,0.19525,26.5,0.75
196000,237.3,20,0.15260939586441963,16.611037440427026,0.36825,0.00025,0.02,0.115,0.2855,0.211,18.75,0.25
200000,242.6,20,-1.4807742375938688,-16.019026541054338,0.352,0.0,0.0295,0.122,0.27675,0.21975,28.75,0.0
204000,248.1,20,-0.3100707476725802,12.458231861949752,0.35525,0.0015,0.033,0.14525,0.24725,0.21775,32.75,1.5
208000,253.6,20,-3.0212887955480254,-66.08735087662316,0.35675,0.00075,0.0275,0.12525,0.28075,0.209,26.75,1.75
212000,259.1,20,-2.6579730845754965,-46.59230226481632,0.3415,0.0005,0.029,0.12875,0.271,0.22925,27.5,0.5
216000,264.6,20,-3.3475214575009886,-69.80033838223426,0.327,0.00075,0.01625,0.114,0.324,0.218,15.75,2.0
220000,270.3,20,-3.549124519986799,-91.88138969427965,0.3325,0.0005,0.0185,0.11025,0.3075,0.23075,17.75,1.0
224000,276.1,20,-4.081110352987889,-98.37016787601642,0.323,0.00075,0.0155,0.104,0.32475,0.232,14.25,0.75
228000,282.2,20,-3.743796679450861,-83.96731786598939,0.27275,0.00075,0.02425,0.118,0.3425,0.24175,23.75,0.25
232000,287.9,20,-0.5257242027408211,-1.5515834207188164,0.23825,0.0005,0.02075,0.11,0.379,0.2515,19.5,0.5
236000,293.5,20,-1.4389170297712552,-26.470538476461297,0.2895,0.0,0.02075,0.12025,0.358,0.2115,20.0,0.75
240000,299.3,20,-3.4443000775703694,-77.69439366261795,0.277,0.00025,0.0275,0.118,0.3795,0.19775,26.25,0.25
244000,305.3,20,-3.7927323082694784,-72.72540432021779,0.315,0.00075,0.0245,0.114,0.347,0.19875,24.0,0.5
248000,311.4,20,-3.872628997726133,-83.82766217262106,0.31675,0.0005,0.021,0.12525,0.341,0.1955,20.75,0.75
252000,317.3,20,1.6262386934191455,33.04263483076356,0.26675,0.00025,0.018,0.104,0.41675,0.19425,16.5,1.5
256000,323.5,20,-3.954490749014076,-94.59358507282886,0.275,0.00025,0.01975,0.12875,0.38725,0.189,19.5,0.75
260000,329.8,20,-5.286577894497896,-76.06154843609292,0.26675,0.00025,0.024,0.12175,0.39225,0.195,23.25,1.0
264000,335.9,20,2.002945692144567,69.19244845305657,0.22925,0.00025,0.0265,0.1285,0.435,0.1805,26.5,1.25
268000,342.2,20,-23.518722438963596,-530.426466387599,0.18875,0.00025,0.0295,0.10125,0.51175,0.1685,29.0,2.25
272000,348.5,20,-3.753344906703569,-87.45648375320415,0.21125,0.0,0.034,0.1075,0.47625,0.171,33.5,0.75
276000,355.2,20,-1.256706670462154,-18.708704613923327,0.23225,0.0005,0.02525,0.097,0.47325,0.17175,25.0,1.0
280000,361.6,20,-1.2569714017561637,-25.112199440724726,0.2765,0.0,0.02225,0.09325,0.443,0.165,21.75,0.5
284000,368.0,20,-1.9630705912946724,-44.8511955583901,0.2595,0.00025,0.0225,0.095,0.471,0.15175,22.25,0.25
288000,374.6,20,-0.8695042826700956,-16.689055925431965,0.26425,0.0,0.01325,0.0925,0.45125,0.17875,12.75,0.25
292000,381.2,20,-5.226074404125393,-125.96411551061719,0.266,0.0,0.0285,0.115,0.4035,0.187,27.75,1.0
296000,387.7,20,-2.923925434157718,-78.5661442007804,0.285,0.0,0.0225,0.10475,0.41925,0.1685,22.5,1.25
300000,394.2,20,0.936371405387763,4.623639273857407,0.28075,0.0005,0.0185,0.111,0.40575,0.1835,18.25,1.0
304000,400.9,20,-1.5328247892321087,-30.9754023354737,0.274,0.0005,0.014,0.11,0.40475,0.19675,14.0,0.25
308000,407.5,20,-4.295156958021107,-129.3004382181447,0.24125,0.0,0.0195,0.1185,0.409,0.21175,17.75,1.25
312000,414.2,20,-0.25644625154673123,2.699738705046548,0.23675,0.00025,0.0185,0.1245,0.39375,0.22625,18.0,0.25
316000,421.0,20,-1.8567818404117133,-38.97378948754704,0.25175,0.00025,0.0125,0.11875,0.41025,0.2065,12.5,0.75
320000,427.6,20,-1.0143621086154782,-16.380590872020186,0.2645,0.00025,0.017,0.1065,0.40625,0.2055,17.0,0.25
324000,434.6,20,-2.632744416476453,-61.164798119857004,0.2805,0.00025,0.0155,0.1155,0.383,0.20525,14.5,0.75
328000,441.4,20,-0.4947196809851448,-11.815889793027235,0.29925,0.0,0.008,0.10675,0.3835,0.2025,7.5,0.0
332000,448.3,20,-2.3770197495396133,-51.71949742686993,0.31075,0.00025,0.01275,0.0985,0.39975,0.178,12.5,0.5
336000,455.3,20,-2.4672817968181335,-50.25980829683358,0.2955,0.0005,0.021,0.11325,0.3755,0.19425,20.25,0.75
340000,462.2,20,1.5404742818427621,34.76164262897146,0.26075,0.00025,0.02675,0.10625,0.43575,0.17025,26.25,1.0
344000,468.7,20,-1.4764801588200498,-18.757158735300617,0.2585,0.0005,0.024,0.09775,0.44925,0.17,23.75,0.0
348000,475.4,20,-3.893854210525751,-78.26095334794373,0.26275,0.00075,0.0255,0.11725,0.3965,0.19725,24.5,0.5
352000,481.8,20,-2.5024773465120234,-60.964329224022364,0.28575,0.0,0.027,0.10875,0.4005,0.178,26.5,1.25
356000,488.4,20,-1.4650678168982267,-22.7002198180282,0.273,0.00025,0.023,0.10375,0.3925,0.2075,22.5,0.0
360000,494.8,20,-5.090119584888453,-86.95897064737073,0.2845,0.0005,0.019,0.102,0.3985,0.1955,18.75,0.75
364000,501.1,20,-1.006578953092685,-11.927816706612429,0.29475,0.00025,0.024,0.118,0.3665,0.1965,23.25,1.0
368000,507.4,20,-0.40751867338549347,8.485724209553519,0.303,0.0005,0.03025,0.1155,0.33775,0.213,30.25,0.0
372000,513.5,20,-3.4506676774821243,-79.2958744489537,0.2755,0.00025,0.01875,0.12,0.3695,0.216,18.25,0.5
376000,519.7,20,1.6636447783035693,45.59288912205993,0.29875,0.00025,0.01875,0.11875,0.36925,0.19425,18.75,0.25
380000,525.9,20,-3.37516931653372,-70.33539634896297,0.29675,0.0,0.02225,0.143,0.309,0.229,22.0,1.0
384000,532.3,20,-0.6255445611255709,-1.035266572733235,0.3595,0.0,0.02075,0.113,0.28675,0.22,20.75,0.25
388000,538.4,20,1.0355430094525218,12.316303374072595,0.34075,0.00025,0.02275,0.1095,0.30075,0.226,22.0,0.5
392000,544.7,20,-1.309145396418171,-11.760556589302723,0.40125,0.0,0.0185,0.099,0.25325,0.228,18.5,0.5
396000,550.9,20,-4.882593027321855,-131.79982510460758,0.34025,0.00025,0.025,0.1235,0.25875,0.25225,24.75,0.75
400000,557.2,20,-0.3277423006715253,-5.686197679765246,0.31475,0.00125,0.022,0.1195,0.27,0.2725,21.5,0.25
404000,563.4,20,1.764210212319449,62.897982360583775,0.298,0.0005,0.0225,0.1035,0.289,0.2865,22.5,0.0
408000,569.6,20,-0.6260389265778941,0.9464346226734051,0.29525,0.00075,0.04375,0.126,0.267,0.26725,43.75,0.75
412000,576.1,20,-4.022412652621279,-91.7267019001869,0.30925,0.0005,0.044,0.1225,0.281,0.24275,43.25,0.75
416000,582.4,20,-9.108453699050006,-214.8570862777382,0.31725,0.00075,0.05275,0.1325,0.244,0.25275,51.75,0.5
420000,588.8,20,-4.105453698232305,-83.19268373570158,0.31275,0.00075,0.034,0.11775,0.277,0.25775,34.0,1.25
424000,595.2,20,-5.97886617341428,-135.4548862192085,0.28675,0.00025,0.038,0.12625,0.271,0.27775,37.25,0.75
428000,601.8,20,0.4839430125197396,-0.11700829773872101,0.28275,0.0005,0.03475,0.119,0.259,0.304,34.0,0.75
432000,608.4,20,-0.21097281445981936,8.244959536971873,0.302,0.0005,0.03275,0.1205,0.27925,0.265,32.5,0.0
436000,614.9,20,7.184999271732522,212.29800666895682,0.3005,0.00025,0.04975,0.1055,0.277,0.267,49.5,0.5
440000,621.7,20,-5.586953032237943,-70.04920945599515,0.27875,0.00025,0.04275,0.105,0.29925,0.274,42.75,2.0
444000,628.3,20,2.7583142513991334,86.93004619438507,0.2675,0.0,0.0535,0.108,0.31925,0.25175,53.5,0.25
448000,635.0,20,-0.04668978796689771,34.8636140034032,0.2395,0.0,0.05525,0.1,0.335,0.27025,55.0,1.25
452000,641.8,20,-1.8475032670015934,-23.374266399048793,0.27975,0.00025,0.04525,0.1065,0.3015,0.26675,45.0,0.5
456000,648.8,20,0.6991472807421815,44.100668317615416,0.246,0.00025,0.05775,0.11725,0.3295,0.24925,57.0,1.25
460000,655.5,20,1.2372833363711835,61.86745866491365,0.2345,0.00025,0.05475,0.11325,0.34625,0.251,53.75,0.75
464000,662.3,20,-3.181923234317219,-33.141888566311536,0.2565,0.0,0.0565,0.10275,0.2775,0.30675,56.25,0.75
468000,669.1,20,4.782508689974202,151.55783094615109,0.245,0.00025,0.0595,0.11325,0.2875,0.2945,59.5,0.75
472000,676.1,20,-2.885136633269576,-31.86180780541763,0.25375,0.00025,0.06475,0.1195,0.276,0.28575,64.5,1.25
476000,683.1,20,6.48901636802475,191.49213740065133,0.2455,0.00025,0.067,0.124,0.27875,0.2845,66.75,1.25
480000,689.9,20,3.3729872056836028,109.80014858854956,0.24325,0.00075,0.055,0.146,0.2885,0.2665,54.5,1.25
484000,696.8,20,5.8684910235897405,187.83179469038515,0.229,0.0,0.0655,0.15675,0.28425,0.2645,65.5,1.75
488000,703.7,20,3.8753085300908423,167.95037074130013,0.259,0.0,0.062,0.14425,0.2775,0.25725,61.75,0.75
492000,710.3,20,0.3354558588966029,32.18102234937978,0.2585,0.00025,0.04925,0.13975,0.3105,0.24175,48.75,0.75
496000,717.3,20,0.7868197139468975,62.616866875226336,0.225,0.0,0.05825,0.127,0.32875,0.261,56.75,0.75
500000,724.2,20,-1.9903001907805447,-45.711519152865364,0.22575,0.00025,0.04625,0.123,0.313,0.29175,46.0,1.0
504000,730.8,20,1.8059527145233005,62.3782615909422,0.22675,0.0,0.045,0.12025,0.311,0.297,44.0,0.25
508000,737.4,20,0.3786190899729263,22.70021261353213,0.29825,0.001,0.033,0.118,0.268,0.28175,32.5,0.75
512000,743.9,20,-3.6256366454732416,-78.62740883940569,0.25325,0.0005,0.03075,0.12025,0.2805,0.31475,30.0,0.75
516000,750.1,20,0.05849911199766211,9.145126435494603,0.2425,0.0005,0.0295,0.12025,0.2825,0.32475,28.25,1.0
520000,756.7,20,4.030064168269746,110.75865337243741,0.26375,0.0005,0.03925,0.1255,0.279,0.292,38.5,0.0
524000,763.2,20,-3.135282088711392,-48.09360195252557,0.26125,0.00075,0.037,0.1265,0.28175,0.29275,36.5,0.75
528000,769.4,20,-2.8446518877564815,-53.72639283259669,0.32175,0.0,0.032,0.11625,0.2655,0.2645,31.25,1.5
532000,775.6,20,1.6332384580920916,71.53776022960446,0.33425,0.0,0.041,0.11875,0.231,0.275,41.0,0.25
536000,781.9,20,8.787687210518197,216.02825072412233,0.33975,0.00025,0.03325,0.11275,0.24725,0.26675,33.0,1.0
540000,788.1,20,-1.9293082945805509,-41.462479800912476,0.35475,0.0,0.04025,0.11,0.2365,0.2585,38.0,0.75
544000,794.3,20,0.5643963952665217,31.399597790940607,0.33625,0.0,0.0345,0.1025,0.24875,0.278,33.5,0.25
548000,800.8,20,-0.7297646796185291,-0.4969315264686884,0.312,0.00025,0.03575,0.10525,0.2815,0.26525,35.25,0.5
552000,807.3,20,-0.5242491547774989,9.942201699881116,0.30025,0.00075,0.034,0.11,0.26925,0.28575,33.75,0.5
556000,813.7,20,1.9462563050037716,68.03030759802422,0.34925,0.00075,0.02925,0.08025,0.2565,0.284,28.75,0.25
560000,820.2,20,1.326742379477946,41.53161171944957,0.32875,0.0005,0.0325,0.08925,0.2655,0.2835,32.25,1.0
564000,826.8,20,1.0275186079903507,53.343734263100124,0.32925,0.00025,0.0425,0.08625,0.266,0.27575,42.25,0.25
568000,833.4,20,2.0816904896229973,88.17563912872575,0.29325,0.00075,0.05325,0.0995,0.2845,0.26875,52.5,0.5
572000,840.1,20,1.782123156444868,54.64920689948631,0.30225,0.0005,0.0555,0.10925,0.27775,0.25475,54.25,1.25
576000,846.7,20,1.3418938672111835,59.8748251094803,0.25575,0.001,0.059,0.123,0.30775,0.2535,58.75,1.25
580000,853.4,20,-1.020068154396722,-10.294421404143213,0.2305,0.0005,0.059,0.13025,0.31875,0.261,58.0,1.5
584000,860.2,20,-0.7467469572700793,-26.456239933176402,0.22,0.0005,0.0705,0.1235,0.301,0.2845,68.75,1.0
588000,867.0,20,2.4483533723163418,83.14906314623332,0.2185,0.00025,0.07875,0.12725,0.31975,0.2555,77.5,1.75
592000,874.0,20,-4.450884220699663,-53.0260186068921,0.22475,0.0,0.083,0.12225,0.28425,0.28575,82.25,1.5
596000,880.9,20,-2.126347029300814,-5.967248328924688,0.19975,0.00025,0.064,0.122,0.30075,0.31325,63.25,0.5
600000,887.9,20,1.160061718407087,68.0861345618603,0.224,0.0005,0.077,0.12475,0.28975,0.284,76.0,1.75
