timesteps,wall_s,reward_per_step,positive_rate,flag_rate,precision,recall,fpr
2048,0.9,-0.8359375,0.2021484375,0.50439453125,0.18586640851887706,0.463768115942029,0.51468788249694
4096,8.5,-0.85986328125,0.10107421875,0.49560546875,0.11724137931034483,0.5748792270531401,0.4866920152091255
6144,15.9,-0.83056640625,0.15478515625,0.484375,0.15120967741935484,0.47318611987381703,0.48642403235124204
8192,23.0,-0.60546875,0.2705078125,0.44091796875,0.31007751937984496,0.5054151624548736,0.4170013386880857
10240,30.6,-0.51318359375,0.10595703125,0.27490234375,0.12966252220248667,0.33640552995391704,0.2676133260513381
12288,38.1,-0.3505859375,0.1513671875,0.24609375,0.2976190476190476,0.4838709677419355,0.20368239355581128
14336,45.7,-0.3408203125,0.12890625,0.17138671875,0.1908831908831909,0.2537878787878788,0.1591928251121076
16384,53.2,-0.3447265625,0.263671875,0.25830078125,0.4215500945179584,0.412962962962963,0.20291777188328913
18432,61.0,-0.27001953125,0.14306640625,0.1884765625,0.3316062176165803,0.43686006825938567,0.147008547008547
20480,68.9,-0.216796875,0.34375,0.1982421875,0.6600985221674877,0.3806818181818182,0.10267857142857142
22528,78.5,-0.185546875,0.181640625,0.1220703125,0.492,0.33064516129032256,0.07577565632458234
24576,89.5,-0.1279296875,0.265625,0.15478515625,0.722397476340694,0.4209558823529412,0.05851063829787234
26624,101.3,-0.0322265625,0.1953125,0.10498046875,0.8883720930232558,0.4775,0.014563106796116505
28672,114.2,-0.16796875,0.240234375,0.228515625,0.5790598290598291,0.5508130081300813,0.12660668380462725
30720,125.3,-0.14697265625,0.08447265625,0.0751953125,0.2922077922077922,0.26011560693641617,0.058133333333333335
32768,137.9,-0.04052734375,0.08935546875,0.072265625,0.668918918918919,0.5409836065573771,0.026273458445040216
34816,150.2,-0.17236328125,0.09326171875,0.08544921875,0.26857142857142857,0.24607329842931938,0.06892837910608508
36864,162.9,-0.01708984375,0.16650390625,0.10302734375,0.8625592417061612,0.533724340175953,0.01698886936145284
38912,176.0,-0.0595703125,0.1162109375,0.0771484375,0.6835443037974683,0.453781512605042,0.027624309392265192
40960,188.7,-0.02734375,0.1005859375,0.10009765625,0.6829268292682927,0.6796116504854369,0.03528773072747014
43008,201.9,-0.0166015625,0.2021484375,0.115234375,0.902542372881356,0.5144927536231884,0.014075887392900856
45056,215.0,-0.0947265625,0.294921875,0.19287109375,0.759493670886076,0.4966887417218543,0.06578947368421052
47104,228.5,-0.029296875,0.2041015625,0.15869140625,0.7753846153846153,0.6028708133971292,0.04478527607361963
49152,241.3,0.03271484375,0.24853515625,0.1455078125,0.9832214765100671,0.5756385068762279,0.003248862897985705
51200,254.8,-0.0068359375,0.2060546875,0.1513671875,0.8290322580645161,0.6090047393364929,0.032595325953259535
53248,268.2,-0.00830078125,0.25927734375,0.24072265625,0.7606490872210954,0.7062146892655368,0.07778510217534608
55296,281.5,0.0087890625,0.1279296875,0.095703125,0.8571428571428571,0.6412213740458015,0.015677491601343786
57344,296.4,-0.0263671875,0.09765625,0.08154296875,0.718562874251497,0.6,0.025432900432900432
59392,312.6,-0.0859375,0.0556640625,0.07568359375,0.4,0.543859649122807,0.048086866597724924
61440,326.8,0.14697265625,0.35498046875,0.259765625,0.9830827067669173,0.71939477303989,0.006813020439061317
63488,340.4,0.0341796875,0.279296875,0.27587890625,0.784070796460177,0.7744755244755245,0.08265582655826559
65536,351.7,-0.1435546875,0.0,0.07177734375,0.0,nan,0.07177734375
67584,363.9,-0.1279296875,0.0439453125,0.1259765625,0.3333333333333333,0.9555555555555556,0.08784473953013279
69632,375.1,-0.05322265625,0.19091796875,0.24072265625,0.6430020283975659,0.8107416879795396,0.10621605310802655
71680,386.5,-0.08447265625,0.21923828125,0.2255859375,0.6493506493506493,0.6681514476614699,0.10131332082551595
73728,399.2,-0.076171875,0.287109375,0.2880859375,0.6830508474576271,0.685374149659864,0.12808219178082192
75776,410.6,-0.01904296875,0.03076171875,0.037109375,0.5789473684210527,0.6984126984126984,0.016120906801007556
77824,421.3,-0.01220703125,0.10595703125,0.0537109375,0.9363636363636364,0.47465437788018433,0.0038230475150191155
79872,432.6,0.0380859375,0.0986328125,0.0810546875,0.9216867469879518,0.7574257425742574,0.007042253521126761
81920,443.0,-0.04248046875,0.02685546875,0.02734375,0.35714285714285715,0.36363636363636365,0.01806322127446061
83968,454.1,0.06689453125,0.14404296875,0.1298828125,0.9060150375939849,0.8169491525423729,0.01426126640045636
86016,465.1,-0.00244140625,0.01513671875,0.00830078125,0.8823529411764706,0.4838709677419355,0.0009915716410510659
88064,476.5,-0.01416015625,0.03662109375,0.02685546875,0.7090909090909091,0.52,0.008109477952356817
90112,487.8,0.00048828125,0.15869140625,0.08056640625,0.9939393939393939,0.5046153846153846,0.0005803830528148578
92160,499.5,0.0712890625,0.1953125,0.14892578125,0.9475409836065574,0.7225,0.009708737864077669
94208,511.0,0.0185546875,0.0341796875,0.03125,0.921875,0.8428571428571429,0.0025278058645096056
96256,521.8,0.0048828125,0.11328125,0.06787109375,0.935251798561151,0.5603448275862069,0.004955947136563877
98304,533.7,0.02880859375,0.11669921875,0.07861328125,0.9627329192546584,0.6485355648535565,0.003316749585406302
100352,544.3,-0.02685546875,0.10498046875,0.0439453125,0.9444444444444444,0.3953488372093023,0.002727768685215494
102400,555.9,0.1416015625,0.1826171875,0.169921875,0.9770114942528736,0.9090909090909091,0.0047789725209080045
104448,564.8,0.06689453125,0.15283203125,0.14111328125,0.889273356401384,0.8210862619808307,0.018443804034582133
106496,573.4,0.08642578125,0.14599609375,0.138671875,0.9190140845070423,0.8729096989966555,0.013150371640937679
108544,582.3,-0.06103515625,0.17529296875,0.09033203125,0.8162162162162162,0.4206128133704735,0.020130254588513915
110592,590.1,0.05908203125,0.11865234375,0.1318359375,0.837037037037037,0.9300411522633745,0.02437673130193906
112640,598.8,0.0341796875,0.087890625,0.07861328125,0.8881987577639752,0.7944444444444444,0.009635974304068522
114688,606.4,0.0283203125,0.169921875,0.10595703125,0.967741935483871,0.603448275862069,0.00411764705882353
