timesteps,wall_s,episodes,ep_reward_mean,ep_pnl_mean,frac_noop,frac_buy,frac_sell,frac_spoof_buy,frac_spoof_sell,frac_cancel,manip_trades_per_1k,run_overs_per_1k
168000,202.9,20,-0.8358738778624684,16.370225748043232,0.158,0.00625,0.00475,0.17425,0.151,0.50575,4.0,1.0
172000,208.1,20,-4.707458886038512,7.892950462703084,0.17225,0.007,0.0065,0.16025,0.19875,0.45525,4.75,1.25
176000,213.5,20,-9.76679193128366,-46.05217970366029,0.17175,0.00575,0.00625,0.166,0.17475,0.4755,4.0,1.5
180000,218.7,20,-6.519565691360026,-31.72153010245347,0.20825,0.00425,0.005,0.14925,0.18,0.45325,3.25,1.25
184000,224.1,20,-15.833749662945047,-120.9755911427379,0.23175,0.0045,0.006,0.1385,0.15525,0.464,2.25,2.5
188000,229.5,20,-16.61705420934595,-134.5273746334031,0.22175,0.0055,0.00675,0.14475,0.17275,0.4485,2.0,1.0
192000,234.9,20,-8.074194480106234,-70.45478660369808,0.20775,0.0045,0.0075,0.16375,0.1595,0.457,4.0,0.75
196000,240.3,20,-23.314046827715355,-180.49045313112583,0.205,0.00975,0.0055,0.147,0.15325,0.4795,5.75,2.0
200000,245.8,20,-12.12458234722726,-31.35490652430308,0.1785,0.007,0.00425,0.161,0.14525,0.504,4.25,1.75
204000,251.5,20,-13.930690915323794,-61.01622362961207,0.18775,0.008,0.0025,0.18425,0.14725,0.47025,4.25,2.25
208000,257.0,20,-12.575346612324939,-72.55815072307087,0.174,0.008,0.0055,0.181,0.164,0.4675,3.25,2.25
212000,262.7,20,-18.725764598022216,-136.16450495055832,0.202,0.00725,0.0035,0.1945,0.12975,0.463,3.0,1.75
216000,268.3,20,-32.27656500702724,-158.20918489530376,0.2045,0.0065,0.002,0.168,0.143,0.476,4.0,3.0
220000,274.2,20,-5.859204531740398,-14.363047135827582,0.225,0.00975,0.00625,0.1385,0.1475,0.473,5.5,2.25
224000,280.3,20,-5.052396593103185,-27.57751940400376,0.20125,0.0075,0.0055,0.17175,0.13525,0.47875,3.5,0.75
228000,286.1,20,-5.3288156387396155,-37.54130409554127,0.2225,0.00575,0.00275,0.15575,0.13475,0.4785,2.25,0.5
232000,292.0,20,-16.953921485878528,-133.12607029823522,0.21,0.00325,0.0025,0.1865,0.11225,0.4855,1.25,1.5
236000,297.8,20,-9.211821036413312,-51.34878268249486,0.21625,0.0055,0.00275,0.199,0.11825,0.45825,1.25,1.25
240000,303.9,20,-12.622280584834517,-114.65067354529455,0.25225,0.0035,0.004,0.1645,0.11125,0.4645,1.5,2.5
244000,309.9,20,-5.348915586806834,-11.701001109731806,0.2285,0.0015,0.00225,0.1825,0.10625,0.479,0.75,2.25
248000,316.1,20,-9.686238273605705,-43.03559380132028,0.255,0.00425,0.002,0.162,0.105,0.47175,1.75,3.0
252000,322.1,20,-3.1542209594044834,17.305836392828496,0.28275,0.002,0.0015,0.15925,0.115,0.4395,1.0,1.25
256000,328.5,20,-3.9095401984639464,-9.153095685051449,0.28,0.003,0.00175,0.16225,0.113,0.44,1.5,0.75
260000,335.0,20,-3.7240908404346555,-23.29444917282126,0.30825,0.00175,0.002,0.16175,0.11175,0.4145,0.75,0.75
264000,341.3,20,-26.51794844714459,-199.45000503394513,0.32225,0.0025,0.002,0.17,0.11325,0.39,2.0,2.75
268000,347.7,20,-3.4918679346330466,-18.291264766379392,0.31725,0.00225,0.00075,0.1465,0.13175,0.4015,1.0,0.5
272000,354.3,20,-2.7169803724624217,-24.273088706564522,0.317,0.002,0.00075,0.13825,0.1335,0.4085,1.0,0.5
276000,360.9,20,-8.471616654843093,-56.41166803905944,0.272,0.00325,0.0005,0.16075,0.1265,0.437,1.5,1.75
280000,367.4,20,-14.826019750442356,-73.82566726406185,0.2505,0.00125,0.00075,0.15325,0.12575,0.4685,0.25,1.75
284000,374.2,20,-14.348433819180354,-88.06563487929016,0.27075,0.0015,0.00075,0.135,0.1465,0.4455,0.25,3.25
288000,380.9,20,-4.407738352566957,-32.5710036302291,0.275,0.00125,0.00075,0.13475,0.1285,0.45975,0.75,1.0
292000,387.4,20,-6.070747220609337,-49.62288126704989,0.253,0.00075,0.0025,0.119,0.146,0.47875,0.75,1.0
296000,394.1,20,-7.43450241619139,-44.807239971944725,0.249,0.003,0.001,0.119,0.15225,0.47575,2.0,1.25
300000,400.5,20,-3.9620176473632456,-23.67171989060953,0.226,0.002,0.00275,0.13175,0.14425,0.49325,1.25,1.0
304000,407.4,20,-14.684251401759685,-139.8720640344265,0.20075,0.00325,0.00125,0.111,0.15875,0.525,2.25,1.0
308000,414.2,20,-12.901850772928446,-84.06929288108658,0.17775,0.00375,0.00075,0.10775,0.14575,0.56425,1.75,2.75
312000,420.9,20,-0.14982532653957606,34.37076341254906,0.15425,0.002,0.0015,0.141,0.1205,0.58075,0.75,0.5
316000,427.6,20,-0.5909903592430055,-6.221488881404366,0.1355,0.00075,0.0,0.11925,0.09675,0.64775,0.25,0.0
320000,434.6,20,-1.071887687034905,-4.189209888721598,0.1215,0.0025,0.001,0.1275,0.103,0.6445,1.75,1.0
324000,441.3,20,-8.621366099081934,-51.88351863928474,0.09625,0.00125,0.0005,0.134,0.0955,0.6725,0.75,1.75
328000,448.2,20,-6.335137301543727,-1.634559307289237,0.09925,0.00075,0.0,0.14425,0.11475,0.641,0.5,1.5
332000,455.0,20,-6.037201278656721,-39.120625846306936,0.1035,0.0005,0.0005,0.157,0.10075,0.63775,0.5,1.5
336000,461.9,20,-2.500406205281615,13.350088440391483,0.103,0.00125,0.00025,0.166,0.1095,0.62,1.0,0.75
340000,468.5,20,-5.785278201010078,-6.721929228790759,0.105,0.00025,0.00075,0.18025,0.098,0.61575,0.25,1.25
344000,475.2,20,2.2048924539703876,22.100363367834507,0.09775,0.00125,0.00025,0.165,0.11675,0.619,1.0,1.25
348000,481.7,20,-11.97144904844463,-69.4414993198141,0.09175,0.00125,0.00125,0.145,0.118,0.64275,1.0,1.5
352000,488.3,20,-14.83082943437621,-75.83769887443705,0.0845,0.0015,0.001,0.1275,0.136,0.6495,1.25,1.5
356000,494.8,20,-5.958959593903273,-21.39439263186396,0.0825,0.001,0.001,0.131,0.14225,0.64225,0.75,1.25
360000,501.1,20,-9.250076565798372,-67.8054293105055,0.09175,0.00125,0.001,0.12325,0.16725,0.6155,1.0,1.25
364000,507.2,20,-5.7345514193177225,-33.13745981342508,0.07225,0.0005,0.0,0.11175,0.1615,0.654,0.0,1.0
368000,513.4,20,-13.291221223119646,-93.45180829788478,0.08375,0.0015,0.001,0.1075,0.165,0.64125,0.75,1.5
372000,519.4,20,-11.573591571056749,-105.10415369562652,0.0835,0.0015,0.0005,0.088,0.20175,0.62475,1.5,2.5
376000,525.5,20,-15.46607538284734,-86.12899403408991,0.10025,0.001,0.00125,0.087,0.2165,0.594,0.75,2.0
380000,531.7,20,-5.587185244075954,-40.81758678452934,0.1045,0.00225,0.001,0.1025,0.17075,0.619,1.5,1.25
384000,537.6,20,-6.447578602284193,-30.222871469345773,0.1065,0.001,0.00125,0.10025,0.18325,0.60775,0.5,1.75
388000,544.0,20,-15.792259083874523,-125.89609420050984,0.122,0.003,0.00225,0.10675,0.20175,0.56425,2.5,1.25
392000,550.2,20,-12.899521379778161,-81.82576136128083,0.1125,0.002,0.0015,0.1155,0.15825,0.61025,1.0,1.5
396000,556.5,20,-8.34910663277842,-24.711945272101367,0.1115,0.00175,0.001,0.11675,0.17025,0.59875,1.5,2.0
400000,562.8,20,-15.308874877402559,-128.42813834486043,0.087,0.00125,0.001,0.0955,0.141,0.67425,1.0,1.5
404000,569.3,20,-6.561927450913936,-19.581260680811464,0.0885,0.00125,0.001,0.09975,0.14325,0.66625,1.0,1.0
408000,575.6,20,-6.1922855111537505,-15.295660280813172,0.07425,0.003,0.0005,0.09475,0.17025,0.65725,2.5,1.25
412000,582.0,20,-9.147750222170725,-89.03991893901147,0.09075,0.0025,0.001,0.0955,0.1455,0.66475,2.0,0.5
416000,588.4,20,-9.368395640095695,-52.435872448064764,0.10525,0.00225,0.0015,0.0965,0.1225,0.672,1.75,1.0
420000,594.9,20,-6.683817878458649,7.91920702568932,0.09625,0.00225,0.00025,0.11725,0.155,0.629,1.75,2.25
424000,601.3,20,-6.966424997337162,-27.723183992812483,0.084,0.00125,0.00075,0.094,0.146,0.674,0.5,0.75
428000,607.9,20,-15.781018770951778,-64.00985805046257,0.092,0.00175,0.00025,0.109,0.1475,0.6495,1.5,2.0
432000,614.6,20,-3.236844013305381,6.00297194941304,0.112,0.001,0.001,0.1045,0.17875,0.60275,1.25,1.25
436000,621.3,20,-4.417317240859847,-38.64656596252753,0.10275,0.00175,0.0005,0.1085,0.18175,0.60475,1.0,0.75
440000,628.0,20,-12.66201027398929,-73.85282036000244,0.095,0.0015,0.0,0.11175,0.17475,0.617,1.0,0.75
444000,634.6,20,-5.868444300070405,-28.431359446669738,0.118,0.0015,0.0005,0.12875,0.17625,0.575,1.25,1.0
448000,641.3,20,-7.865574138006195,-45.75011228809926,0.1035,0.00075,0.0005,0.122,0.1685,0.60475,0.75,1.25
452000,648.0,20,-6.739179555745795,-49.32553991906752,0.109,0.001,0.0,0.12075,0.15725,0.612,1.0,1.25
456000,654.9,20,-6.756557804625482,-33.46189554688171,0.09225,0.00025,0.0,0.13,0.17075,0.60675,0.0,1.25
460000,661.8,20,-14.760939444438554,-36.959729592660366,0.0785,0.0015,0.0,0.1315,0.1585,0.63,0.75,2.75
464000,668.7,20,-5.572136401198513,-50.00854712618784,0.10925,0.00075,0.00025,0.118,0.14725,0.6245,0.75,1.25
468000,675.6,20,-4.853308408334851,-10.47134950742984,0.094,0.001,0.00025,0.11175,0.145,0.648,0.75,1.25
472000,682.4,20,-11.924598458874971,-70.0952006328429,0.09675,0.00025,0.00075,0.109,0.16375,0.6295,0.25,1.25
476000,689.1,20,-4.543440915551036,-18.651150107546346,0.08725,0.00025,0.0005,0.108,0.15075,0.65325,0.0,1.5
480000,695.7,20,-5.196103353938088,-19.175101637035187,0.0645,0.00075,0.001,0.12075,0.14225,0.67075,0.75,1.25
484000,702.7,20,-10.071986461244524,-96.62325485086913,0.06325,0.001,0.0005,0.1255,0.12325,0.6865,0.5,1.25
488000,709.4,20,-8.135021486971528,-70.69359184165296,0.08925,0.00075,0.001,0.1065,0.12575,0.67675,0.5,0.75
492000,716.2,20,-14.822950322367252,-87.5040413288003,0.084,0.0005,0.00075,0.131,0.1525,0.63125,0.25,1.25
496000,723.0,20,-7.670658171083778,-12.223410665103438,0.09575,0.0005,0.00125,0.1335,0.1285,0.6405,0.25,1.25
500000,729.7,20,-1.749688464961946,-16.021920830935052,0.09075,0.00175,0.001,0.11775,0.14575,0.643,1.5,0.5
504000,736.3,20,-0.5046080946922302,0.6002838439868355,0.08775,0.0,0.00075,0.12325,0.11925,0.669,0.25,0.25
508000,742.8,20,-5.939360025245696,-14.079745273266235,0.10175,0.00175,0.00075,0.14675,0.1705,0.5785,1.75,0.75
512000,749.3,20,-4.664635494910181,7.651075896282782,0.11675,0.0005,0.001,0.1455,0.14575,0.5905,0.0,1.75
516000,755.7,20,-1.3442677562125027,3.587804773908283,0.10325,0.0005,0.00075,0.143,0.1485,0.604,0.25,0.5
520000,762.0,20,-3.614612833969295,-13.041268898670387,0.1195,0.00125,0.0015,0.1695,0.1645,0.54375,0.75,1.25
524000,768.4,20,-4.904485614644363,-36.07072930303984,0.1005,0.0005,0.00025,0.195,0.1545,0.54925,0.5,1.0
528000,774.6,20,-2.711650370247662,-24.30334517310912,0.12175,0.00025,0.0005,0.1605,0.131,0.586,0.0,0.25
532000,780.9,20,-13.20559071530588,-100.67201629718548,0.093,0.0015,0.00075,0.1925,0.13725,0.575,1.25,1.5
536000,787.0,20,-1.8970321960747243,-2.3078531677732825,0.11275,0.0005,0.0005,0.18025,0.1195,0.5865,0.25,1.0
540000,793.3,20,-3.303208639053628,-30.223872124014086,0.13225,0.0005,0.0005,0.1935,0.11125,0.562,0.5,1.0
544000,799.5,20,-14.110207557212561,-1.492698961001588,0.1095,0.00025,0.00025,0.2085,0.12,0.5615,0.5,4.0
548000,806.0,20,-19.533959242794662,-66.42914107028483,0.1075,0.00125,0.0005,0.23775,0.096,0.557,0.75,2.5
552000,812.6,20,-2.5500709077809005,-5.683561166789877,0.10375,0.00125,0.0005,0.247,0.09825,0.54925,0.75,0.5
556000,818.9,20,-14.898966411189758,-116.99132947899416,0.11575,0.001,0.00075,0.2515,0.101,0.53,0.75,2.0
560000,825.4,20,-18.15761867193505,-87.8270448344003,0.11825,0.00025,0.0,0.215,0.0955,0.571,0.0,2.25
564000,831.8,20,-10.785311011504382,-80.28360531598045,0.1255,0.00075,0.00025,0.21375,0.11075,0.549,0.75,2.0
568000,838.4,20,-10.610900876298548,-90.68345839650028,0.13425,0.00075,0.0,0.20175,0.137,0.52625,0.5,1.75
572000,844.9,20,-15.752129093417897,-147.83915241319954,0.1275,0.0005,0.00075,0.214,0.12075,0.5365,0.5,2.25
576000,851.4,20,-3.030594381503761,0.28363897934650595,0.1435,0.00075,0.00025,0.16925,0.1385,0.54775,0.5,0.75
580000,858.0,20,-12.109917034348474,-103.31905549266848,0.13025,0.00075,0.00025,0.186,0.1305,0.55225,0.5,2.5
584000,864.9,20,-7.679788062814623,-6.742793959917253,0.118,0.00025,0.0,0.1715,0.1345,0.57575,0.0,2.25
588000,871.5,20,1.9988249744288624,56.32936933454293,0.112,0.00075,0.00025,0.17725,0.15125,0.5585,0.25,0.75
592000,878.2,20,-24.15580179914832,-160.96819403625486,0.09125,0.0005,0.00025,0.18025,0.153,0.57475,0.75,2.25
596000,885.1,20,-10.6652373066172,-91.19983473535576,0.13175,0.001,0.00075,0.1785,0.16075,0.52725,1.0,1.5
600000,892.1,20,-4.668657784536481,-21.61788653604417,0.13325,0.001,0.00025,0.17775,0.148,0.53975,0.75,0.5
