timesteps,wall_s,episodes,ep_reward_mean,ep_pnl_mean,frac_noop,frac_buy,frac_sell,frac_spoof_buy,frac_spoof_sell,frac_cancel,manip_trades_per_1k,run_overs_per_1k
180000,894.4,0,nan,nan,0.00125,0.42125,0.4255,0.0355,0.04325,0.07325,842.5,0.25
184000,900.9,4,3174.125662695529,226528.653419259,0.0,0.4405,0.44225,0.0265,0.0335,0.05725,881.25,0.0
188000,907.8,0,nan,nan,0.00125,0.4475,0.43975,0.027,0.0335,0.051,883.5,0.0
192000,914.7,4,3284.8582186226267,234553.9114611205,0.00075,0.4445,0.4505,0.02475,0.02875,0.05075,892.5,0.0
196000,921.5,0,nan,nan,0.00025,0.4505,0.44525,0.02525,0.02925,0.0495,894.25,0.25
200000,928.3,4,3342.4265476159344,238733.61610833474,0.00025,0.447,0.448,0.02575,0.028,0.051,889.75,0.0
204000,935.6,0,nan,nan,0.00025,0.434,0.43575,0.03725,0.02975,0.063,866.25,0.0
208000,941.7,4,3202.8023874312494,228676.046427943,0.001,0.4565,0.45425,0.0245,0.02025,0.0435,905.0,0.0
212000,947.9,0,nan,nan,0.0025,0.462,0.451,0.01975,0.0235,0.04125,906.75,0.0
216000,953.6,4,3229.108398271186,309998.1607857707,0.0015,0.4455,0.451,0.02075,0.03,0.05125,886.25,0.0
220000,958.6,0,nan,nan,0.0,0.4395,0.44075,0.027,0.035,0.05775,877.25,0.0
224000,963.7,4,3272.3855808668304,233664.36051789095,0.00075,0.456,0.45025,0.0215,0.02625,0.04525,901.75,0.0
228000,968.2,0,nan,nan,0.00025,0.45575,0.44525,0.02325,0.02825,0.04725,899.5,0.0
232000,972.9,4,3236.7617588826397,231125.2713207725,0.00025,0.448,0.45175,0.02375,0.02875,0.0475,892.0,0.0
236000,977.7,0,nan,nan,0.001,0.45675,0.45225,0.02425,0.023,0.04275,907.75,0.5
240000,982.4,4,3307.3174214912287,236345.0074335659,0.0,0.456,0.46725,0.01975,0.01925,0.03775,920.0,0.0
244000,987.1,0,nan,nan,0.0005,0.45025,0.45275,0.02175,0.0295,0.04525,896.75,0.25
248000,992.0,4,3293.8338397740736,235205.5580580007,0.00075,0.45725,0.448,0.02325,0.025,0.04575,902.5,0.0
252000,996.5,0,nan,nan,0.0005,0.44675,0.43925,0.03225,0.026,0.05525,885.0,0.0
256000,1000.8,4,3172.9987899234984,226613.41864602378,0.00075,0.439,0.44725,0.0275,0.02975,0.05575,883.25,0.0
260000,1005.4,0,nan,nan,0.0,0.459,0.44425,0.02475,0.025,0.047,899.25,0.0
264000,1010.1,4,3352.086784445826,239391.55442446016,0.0,0.44775,0.45925,0.0255,0.02225,0.04525,903.5,0.0
268000,1014.2,0,nan,nan,0.00025,0.457,0.457,0.02325,0.02125,0.04125,913.5,0.0
272000,1018.5,4,3262.491582324379,232963.32441230083,0.00075,0.4525,0.45225,0.02475,0.02375,0.046,897.0,0.0
276000,1023.2,0,nan,nan,0.0005,0.46475,0.45825,0.018,0.02125,0.03725,920.25,0.0
280000,1027.7,4,3464.8303646135028,247425.90246043546,0.0,0.45975,0.455,0.02,0.023,0.04225,911.75,0.0
284000,1032.0,0,nan,nan,0.00025,0.4605,0.46075,0.01775,0.022,0.03875,918.25,0.0
288000,1036.4,4,3375.5225837211474,241068.95056429796,0.0,0.4575,0.455,0.0205,0.02375,0.04325,906.75,0.0
292000,1040.8,0,nan,nan,0.00025,0.4535,0.457,0.023,0.02125,0.045,906.5,0.0
296000,1045.2,4,3360.832361114997,239946.6912415304,0.00025,0.46325,0.46,0.02025,0.01775,0.0385,918.25,0.0
300000,1049.4,0,nan,nan,0.0,0.46725,0.45875,0.0205,0.017,0.0365,921.25,0.0
304000,1053.9,4,3430.050749797985,244995.7063592494,0.0,0.4595,0.466,0.01825,0.019,0.03725,922.25,0.0
308000,1058.2,0,nan,nan,0.0,0.4645,0.463,0.01975,0.0175,0.03525,926.25,0.0
312000,1063.5,4,3380.1067344679614,241350.3342711235,0.0,0.4595,0.4575,0.02075,0.0215,0.04075,914.75,0.0
316000,1068.2,0,nan,nan,0.00025,0.457,0.466,0.0205,0.019,0.03725,918.75,0.0
320000,1072.7,4,3423.81704323741,244445.5303780776,0.0,0.47475,0.45975,0.017,0.01625,0.03225,932.25,0.0
324000,1077.4,0,nan,nan,0.0,0.458,0.46275,0.022,0.01825,0.039,915.5,0.0
328000,1082.0,4,3459.551075448777,246976.91337163956,0.0,0.47,0.45675,0.01875,0.01775,0.03675,926.0,0.0
332000,1086.6,0,nan,nan,0.0,0.4695,0.45325,0.022,0.0175,0.03775,917.5,0.25
336000,1090.8,4,3309.9869219958164,237106.10630653513,0.0,0.45825,0.4605,0.0235,0.01625,0.0415,915.5,0.0
340000,1094.9,0,nan,nan,0.0,0.4605,0.46425,0.01875,0.01925,0.03725,922.0,0.0
344000,1099.0,4,3402.3136271204567,242816.88510553614,0.0,0.4615,0.449,0.0215,0.023,0.045,908.75,0.25
348000,1103.1,0,nan,nan,0.00025,0.4605,0.459,0.01825,0.0215,0.0405,916.5,0.0
352000,1112.8,4,3328.7061759674834,306402.7170029094,0.0,0.45225,0.4595,0.02175,0.02225,0.04425,904.75,0.0
356000,1122.8,0,nan,nan,0.00025,0.448,0.45,0.023,0.02775,0.051,894.0,0.25
360000,1126.7,4,3384.4135108377814,296060.631211141,0.0,0.45325,0.4525,0.02025,0.0275,0.0465,901.0,0.0
364000,1130.6,0,nan,nan,0.0,0.4585,0.4615,0.0195,0.02125,0.03925,919.25,0.0
368000,1134.2,4,3388.884209115742,241917.23223997586,0.0,0.462,0.46475,0.0175,0.02,0.03575,926.0,0.0
372000,1138.1,0,nan,nan,0.0,0.46475,0.46775,0.01725,0.0175,0.03275,931.25,0.0
376000,1141.7,4,3538.232653213665,252636.25796379714,0.0,0.4705,0.46475,0.0165,0.01625,0.032,933.75,0.0
380000,1145.9,0,nan,nan,0.0,0.457,0.4705,0.018,0.01925,0.03525,926.25,0.0
384000,1149.9,4,3320.798034192143,237204.38176070183,0.0,0.47325,0.46275,0.0155,0.017,0.0315,934.0,0.0
388000,1153.6,0,nan,nan,0.00025,0.462,0.4675,0.018,0.01775,0.0345,928.75,0.0
392000,1157.5,4,3435.955381419946,245401.88886292797,0.0,0.46825,0.46425,0.016,0.0175,0.034,931.0,0.25
396000,1161.5,0,nan,nan,0.00025,0.4585,0.4725,0.01725,0.0175,0.034,929.0,0.0
400000,1165.4,4,3350.9376443974907,239399.05276971406,0.0,0.47925,0.4605,0.0145,0.0155,0.03025,938.75,0.25
404000,1169.3,0,nan,nan,0.0,0.46225,0.46875,0.0185,0.0165,0.034,927.25,0.0
408000,1173.2,4,3344.1318802240057,239095.5445093501,0.0,0.47,0.46225,0.018,0.01575,0.034,929.0,0.0
412000,1177.1,0,nan,nan,0.0,0.46925,0.464,0.01725,0.01675,0.03275,930.5,0.0
416000,1180.9,4,3310.265057482582,236637.6790638091,0.0005,0.471,0.46775,0.01425,0.0165,0.03,931.75,0.5
420000,1184.7,0,nan,nan,0.00025,0.47025,0.471,0.0135,0.0165,0.0285,938.75,0.5
424000,1188.7,4,3437.725181301561,245649.54064930684,0.0,0.47075,0.46875,0.014,0.01675,0.02975,934.25,0.0
428000,1192.7,0,nan,nan,0.0,0.48075,0.46425,0.01275,0.015,0.02725,939.0,0.0
432000,1196.7,4,3585.1281733562937,326997.03152600664,0.00025,0.4575,0.483,0.0155,0.01425,0.0295,935.75,0.0
436000,1200.5,0,nan,nan,0.0,0.46875,0.4735,0.01475,0.01475,0.02825,939.75,0.25
440000,1204.6,4,3492.4058571424466,249671.29446333743,0.00025,0.46575,0.48,0.01325,0.014,0.02675,940.0,0.0
444000,1208.5,0,nan,nan,0.00025,0.46975,0.471,0.01325,0.01675,0.029,939.5,0.0
448000,1212.3,4,3368.7967352455016,240855.2692464128,0.0,0.4665,0.46875,0.0165,0.016,0.03225,934.5,0.0
452000,1216.3,0,nan,nan,0.0,0.4725,0.466,0.0155,0.0155,0.0305,932.5,0.0
456000,1220.4,4,3462.359268725172,247382.195255282,0.0,0.46675,0.473,0.015,0.01525,0.03,938.5,0.0
460000,1224.0,0,nan,nan,0.0,0.46775,0.46875,0.01575,0.017,0.03075,935.0,0.0
464000,1228.1,4,3332.7689751280705,238048.8337523415,0.0,0.47075,0.4625,0.01675,0.0165,0.0335,931.25,0.0
468000,1232.1,0,nan,nan,0.00025,0.4735,0.46375,0.01575,0.016,0.03075,936.5,0.0
472000,1236.1,4,3454.1980765410553,246696.1794322055,0.0,0.462,0.4675,0.0185,0.01625,0.03575,927.5,0.0
476000,1240.1,0,nan,nan,0.0,0.4715,0.466,0.01625,0.01525,0.031,937.0,0.0
480000,1244.0,4,3595.921780218341,256797.77217695193,0.0,0.474,0.47275,0.01375,0.013,0.0265,944.25,0.0
484000,1248.0,0,nan,nan,0.0,0.471,0.471,0.0145,0.015,0.0285,938.0,0.0
488000,1251.8,4,3379.3148682067986,241503.54414381034,0.0,0.47025,0.46575,0.01575,0.01625,0.032,933.25,0.0
492000,1255.8,0,nan,nan,0.0,0.467,0.4695,0.01625,0.01625,0.031,934.5,0.0
496000,1259.6,4,3496.039347087615,249785.28464702534,0.0005,0.46975,0.4675,0.01675,0.01475,0.03075,936.25,0.0
500000,1263.6,0,nan,nan,0.0,0.47325,0.463,0.0165,0.01625,0.031,934.75,0.0
504000,1267.5,4,3505.843080798364,250547.0243569308,0.0,0.466,0.4765,0.01525,0.0145,0.02775,941.75,0.0
508000,1271.2,0,nan,nan,0.00025,0.46975,0.46375,0.01775,0.016,0.0325,932.5,0.0
512000,1275.2,4,3494.3534972075304,249697.5745662122,0.00025,0.468,0.474,0.01475,0.014,0.029,940.75,0.0
516000,1279.2,0,nan,nan,0.0,0.4665,0.483,0.0135,0.01225,0.02475,946.0,0.0
520000,1283.2,4,3500.8061956440797,250402.4765713636,0.0,0.49,0.462,0.01225,0.01175,0.024,943.25,0.0
524000,1287.3,0,nan,nan,0.0,0.46875,0.4695,0.017,0.0145,0.03025,938.0,0.0
528000,1291.5,4,3475.7459778954653,248292.0040822407,0.0,0.46275,0.476,0.01575,0.015,0.0305,934.25,0.0
532000,1296.0,0,nan,nan,0.0,0.47075,0.466,0.01475,0.01675,0.03175,935.5,0.0
536000,1300.2,4,3495.769740132393,249723.13411362914,0.0,0.472,0.4655,0.0145,0.01675,0.03125,937.0,0.0
540000,1304.6,0,nan,nan,0.0,0.4695,0.47225,0.01575,0.014,0.0285,940.5,0.0
544000,1308.9,4,3404.254025814298,243312.8304522043,0.0,0.47475,0.4725,0.01325,0.01325,0.02625,945.75,0.25
548000,1313.3,0,nan,nan,0.0,0.47675,0.46575,0.0145,0.01475,0.02825,942.25,0.0
552000,1317.9,4,3508.845182935969,250656.72688301056,0.0,0.4595,0.48025,0.0155,0.01425,0.0305,937.5,0.0
556000,1323.0,0,nan,nan,0.0,0.48075,0.461,0.01525,0.01425,0.02875,937.75,0.0
560000,1327.9,4,3483.0645212622476,248991.37481182133,0.0,0.4635,0.4775,0.0145,0.01425,0.03025,939.0,0.0
564000,1334.0,0,nan,nan,0.0,0.47525,0.468,0.0145,0.01425,0.028,943.25,0.0
568000,1341.1,4,3467.16633921882,248689.39833774927,0.0,0.47425,0.468,0.01475,0.01375,0.02925,939.75,0.0
572000,1348.1,0,nan,nan,0.0,0.45275,0.452,0.028,0.0195,0.04775,902.5,0.0
576000,1353.6,4,3325.1091167777486,237661.8581697743,0.0,0.465,0.47075,0.017,0.01475,0.0325,926.25,0.0
580000,1358.3,0,nan,nan,0.0,0.472,0.4665,0.0155,0.016,0.03,938.5,0.0
584000,1362.2,4,3502.12302766848,250209.43338287045,0.0,0.47075,0.47125,0.0135,0.01525,0.02925,939.75,0.0
588000,1366.1,0,nan,nan,0.0,0.45925,0.472,0.0165,0.01775,0.0345,931.25,0.0
592000,1369.9,4,3456.204758900407,246984.1151826817,0.0,0.472,0.4685,0.014,0.01575,0.02975,939.5,0.0
596000,1373.6,0,nan,nan,0.0,0.46675,0.4695,0.01575,0.01625,0.03175,935.0,0.0
600000,1377.0,4,3417.402664964233,244145.15579128335,0.0,0.467,0.469,0.0165,0.0155,0.032,935.0,0.0
